,from_roman,to_roman
42,V,V7
43,V7,I
44,I,vi
45,vi,♭VII
46,♭VII,v
47,v,I7
48,I7,IV
49,IV,IV7
50,IV7,iv7
51,iv7,♭VII7
52,♭VII7,♭III
53,♭III,i
54,i,♭II
55,♭II,V
56,V,V7
57,V7,I
58,I,I7
59,I7,I7
60,I7,IV
61,IV,I7
62,I7,IV
63,IV,IV7
64,IV7,♭VII
65,♭VII,IV
66,IV,♭VII
67,♭VII,I7
68,I7,IV
69,IV,I7
70,I7,VI
71,VI,ii
72,ii,v
73,v,♭VII
74,♭VII,I7
75,I7,IV
76,IV,I7
77,I7,IV
78,IV,I7
79,I7,VI
80,VI,ii
81,ii,v
82,v,♭VII
83,♭VII,I7
84,I7,IV
85,IV,IV7
86,IV7,ii
87,ii,V
88,V,V7
89,V7,I
90,I,vi
91,vi,♭VII
92,♭VII,v
93,v,I7
94,I7,IV
95,IV,IV7
96,IV7,iv7
97,iv7,♭VII7
98,♭VII7,♭III
99,♭III,i
100,i,♭II
101,♭II,V
102,V,V7
103,V7,I
104,I,I7
105,I7,I7
106,I7,IV
107,IV,I7
108,I7,IV
109,IV,IV7
110,IV7,♭VII
111,♭VII,IV
112,IV,♭VII
113,♭VII,I7
114,I7,IV
115,IV,I7
116,I7,VI
117,VI,ii
118,ii,v
119,v,♭VII
120,♭VII,ii
121,ii,♭VII
122,♭VII,I7
123,I7,IV
124,IV,I7
125,I7,IV
126,IV,I7
127,I7,VI
128,VI,ii
129,ii,v
130,v,♭VII
131,♭VII,I7
132,I7,IV
0,I,IM7
1,IM7,IV
2,IV,I
3,I,I
4,I,IM7
5,IM7,IV
6,IV,I
7,I,I
8,I,IM7
9,IM7,IV
10,IV,I
11,I,IM7
12,IM7,IV
13,IV,I
14,I,IM7
15,IM7,IV
16,IV,I
17,I,IM7
18,IM7,IV
19,IV,I
20,I,IM7
21,IM7,IV
22,IV,I
23,I,IM7
24,IM7,IV
25,IV,IV
26,IV,vi64
27,vi64,ii7
28,ii7,IV64
29,IV64,V
30,V,I64
31,I64,V7
32,V7,I
33,I,IM7
34,IM7,IV
35,IV,I
36,I,IM7
37,IM7,IV
38,IV,I
39,I,IM7
40,IM7,IV
41,IV,I
42,I,IM7
43,IM7,IV
44,IV,IV
45,IV,vi64
46,vi64,ii7
47,ii7,IV64
48,IV64,V
49,V,I64
50,I64,V7
51,V7,IV
52,IV,V
53,V,I
54,I,IM7
55,IM7,III
56,III,III7
57,III7,IV
58,IV,V
59,V,I
60,I,IM7
61,IM7,III
62,III,III7
63,III7,IV
64,IV,V
65,V,I
66,I,IM7
67,IM7,III
68,III,III7
69,III7,IV
70,IV,V
71,V,I
72,I,I
73,I,IM7
74,IM7,IV
75,IV,I
76,I,IM7
77,IM7,IV
78,IV,I
79,I,IM7
80,IM7,IV
81,IV,I
82,I,IM7
83,IM7,IV
84,IV,IV
85,IV,vi64
86,vi64,ii7
87,ii7,IV64
88,IV64,V
89,V,I64
90,I64,V7
91,V7,IV
92,IV,V
93,V,I
94,I,IM7
95,IM7,III
96,III,III7
97,III7,IV
98,IV,V
99,V,I
100,I,IM7
101,IM7,III
102,III,III7
103,III7,IV
104,IV,V
105,V,I
106,I,IM7
107,IM7,III
108,III,III7
109,III7,IV
110,IV,V
111,V,I
0,♯iv,VI
1,VI,vii7
2,vii7,♯i7
3,♯i7,VI
4,VI,♯iv
5,♯iv,vii
6,vii,VI
7,VI,♯iv
8,♯iv,vii
9,vii,III
10,III,VI6
11,VI6,II
12,II,III
13,III,♯iv
14,♯iv,II
15,II,♯iv
16,♯iv,III
17,III,VI6
18,VI6,II
19,II,III
20,III,♯iv
21,♯iv,II
22,II,III
23,III,♯iv
24,♯iv,VI
25,VI,♯iv
26,♯iv,vii
27,vii,III
28,III,VI
29,VI,♯iv
30,♯iv,vii
31,vii,III
32,III,VI6
33,VI6,II
34,II,III
35,III,♯iv
36,♯iv,II
37,II,♯iv
38,♯iv,III
39,III,VI6
40,VI6,II
41,II,III
42,III,♯iv
43,♯iv,II
44,II,III
45,III,♯iv
46,♯iv,♯iv
47,♯iv,VI
48,VI,vii7
49,vii7,♯i7
50,♯i7,II
51,II,III
52,III,VI
53,VI,♯iv
54,♯iv,II
55,II,III
56,III,♯iv
57,♯iv,II
58,II,III
59,III,VI
60,VI,♯iv
61,♯iv,II
62,II,III
63,III,II
64,II,VI6
65,VI6,II
66,II,III
67,III,♯iv
68,♯iv,II
69,II,♯iv
70,♯iv,III
71,III,VI6
72,VI6,II
73,II,III
74,III,♯iv
75,♯iv,II
76,II,III
77,III,VI
78,VI,VI6
79,VI6,II
80,II,III
81,III,♯iv
82,♯iv,II
83,II,♯iv
84,♯iv,III
85,III,VI6
86,VI6,II
87,II,III
88,III,♯iv
89,♯iv,VI6
90,VI6,II
91,II,III
92,III,♯iv
93,♯iv,VI6
94,VI6,II
95,II,III
96,III,♯iv
97,♯iv,II
98,II,III
99,III,VI
0,i,VII
1,VII,v
2,v,VI
3,VI,i
4,i,VII
5,VII,v
6,v,VI
7,VI,i
8,i,VII
9,VII,v
10,v,VI
11,VI,i
12,i,VII
13,VII,v
14,v,VI
15,VI,i
16,i,VII
17,VII,v
18,v,VI
19,VI,IV
20,IV,VII
21,VII,I
22,I,IV
23,IV,VII
24,VII,I
25,I,i
26,i,VII
27,VII,v
28,v,VI
29,VI,i
30,i,VII
31,VII,v
32,v,VI
33,VI,i
34,i,VII
35,VII,v
36,v,VI
37,VI,IV
38,IV,VII
39,VII,I
40,I,IV
41,IV,VII
42,VII,I
43,I,IV
44,IV,VII
45,VII,I
46,I,IV
47,IV,VII
48,VII,I
49,I,i
50,i,VII
51,VII,v
52,v,VI
53,VI,i
54,i,VII
55,VII,v
56,v,VI
57,VI,i
58,i,VII
59,VII,v
60,v,VI
61,VI,IV
62,IV,VII
63,VII,I
64,I,IV
65,IV,VII
66,VII,I
67,I,IV
68,IV,VII
69,VII,I
70,I,IV
71,IV,VII
72,VII,I
73,I,IV
74,IV,VII
75,VII,I
76,I,IV
77,IV,VII
78,VII,I
79,I,IV
80,IV,VII
81,VII,I
82,I,IV
0,I,V
1,V,I
2,I,V
3,V,vi
4,vi,I42
5,I42,IV
6,IV,iv
7,iv,I
8,I,I
9,I,V
10,V,vi
11,vi,I42
12,I42,IV
13,IV,iv
14,iv,I
15,I,vi
16,vi,IV
17,IV,♭VII
18,♭VII,I
19,I,vi
20,vi,II
21,II,iv
22,iv,I
23,I,I
24,I,V
25,V,vi
26,vi,I42
27,I42,IV
28,IV,iv
29,iv,I
30,I,I
31,I,V
32,V,vi
33,vi,I42
34,I42,IV
35,IV,iv
36,iv,I
37,I,vi
38,vi,IV
39,IV,♭VII
40,♭VII,I
41,I,vi
42,vi,II
43,II,iv
44,iv,I
45,I,I
46,I,V
47,V,vi
48,vi,I42
49,I42,IV
50,IV,iv
51,iv,I
52,I,I
53,I,V
54,V,vi
55,vi,I42
56,I42,IV
57,IV,iv
58,iv,I
59,I,vi
60,vi,IV
61,IV,♭VII
62,♭VII,I
63,I,vi
64,vi,II
65,II,iv
66,iv,I
67,I,iv
68,iv,I
0,i,IV
1,IV,i
2,i,IV
3,IV,i
4,i,III
5,III,VII
6,VII,IV
7,IV,i
8,i,III
9,III,VII
10,VII,IV
11,IV,i
12,i,III
13,III,VII
14,VII,IV
15,IV,i
16,i,III
17,III,VII
18,VII,IV
19,IV,i
20,i,IV
21,IV,i
22,i,IV
23,IV,i
24,i,IV
25,IV,i
26,i,IV
27,IV,i
28,i,IV
29,IV,i
30,i,IV
31,IV,i
32,i,III
33,III,VII
34,VII,IV
35,IV,i
36,i,III
37,III,VII
38,VII,IV
39,IV,i
40,i,III
41,III,VII
42,VII,IV
43,IV,i
44,i,III
45,III,VII
46,VII,IV
47,IV,i
48,i,IV
49,IV,i
50,i,IV
51,IV,i
52,i,IV
53,IV,i
54,i,IV
55,IV,i
56,i,IV
57,IV,i
58,i,IV
59,IV,i
60,i,IV
61,IV,i
62,i,IV
0,I,I
1,I,I
2,I,I
3,I,I
4,I,I
5,I,I
6,I,I
7,I,I
8,I,I
9,I,I
10,I,I
11,I,I
12,I,IV
13,IV,♭VII
14,♭VII,IV
15,IV,I
16,I,IV
17,IV,♭VII
18,♭VII,IV
19,IV,I
20,I,♭VI
21,♭VI,♭VII
22,♭VII,I
23,I,I
24,I,IV
25,IV,♭VII
26,♭VII,IV
27,IV,I
28,I,IV
29,IV,♭VII
30,♭VII,IV
31,IV,I
32,I,♭VI
33,♭VI,♭VII
34,♭VII,I
35,I,IV
36,IV,♭VII
37,♭VII,IV
38,IV,♭VI
39,♭VI,II
40,II,V
41,V,I
42,I,VII
43,VII,♭VII
44,♭VII,V
45,V,♯IV
46,♯IV,IV
47,IV,II
48,II,II
49,II,II
50,II,II
51,II,II
52,II,II
53,II,II
54,II,V
55,V,I
56,I,IV
57,IV,♭VII
58,♭VII,IV
59,IV,I
60,I,IV
61,IV,♭VII
62,♭VII,IV
63,IV,I
64,I,♭VI
65,♭VI,♭VII
66,♭VII,I
67,I,♭VI
68,♭VI,I
69,I,♭VI
70,♭VI,II
71,II,V
72,V,♭III
73,♭III,I
74,I,VII
75,VII,♭VII
76,♭VII,V
77,V,♯IV
78,♯IV,IV
79,IV,II
80,II,II
81,II,II
82,II,II
83,II,II
84,II,II
85,II,II
86,II,V
87,V,I
88,I,IV
89,IV,♭VII
90,♭VII,IV
91,IV,I
92,I,IV
93,IV,♭VII
94,♭VII,IV
95,IV,I
96,I,♭VI
97,♭VI,♭VII
98,♭VII,I
99,I,♭VI
100,♭VI,♭VII
101,♭VII,I
102,I,♭VI
103,♭VI,♭VII
104,♭VII,I
105,I,♭VI
106,♭VI,♭VII
107,♭VII,I
108,I,♭VI
109,♭VI,♭VII
110,♭VII,I
111,I,♭VI
112,♭VI,♭VII
113,♭VII,I
0,IV,V
1,V,I
2,I,vi
3,vi,vi
4,vi,IV
5,IV,V
6,V,I
7,I,vi
8,vi,IV
9,IV,V
10,V,I
11,I,vi
12,vi,IV
13,IV,V
14,V,I
15,I,vi
16,vi,vi
17,vi,IV
18,IV,V
19,V,I
20,I,vi
21,vi,IV
22,IV,V
23,V,I
24,I,vi
25,vi,vi
26,vi,IV
27,IV,V
28,V,I
29,I,vi
30,vi,IV
31,IV,V
32,V,I
33,I,vi
34,vi,IV
35,IV,V
36,V,I
37,I,vi
38,vi,IV
39,IV,V
40,V,I
41,I,vi
42,vi,IV
43,IV,V
44,V,I
45,I,vi
46,vi,IV
47,IV,V
48,V,I
49,I,vi
50,vi,IV
51,IV,V
52,V,I
53,I,vi
54,vi,vi
55,vi,IV
56,IV,V
57,V,I
58,I,vi
59,vi,IV
60,IV,V
61,V,I
62,I,vi
63,vi,vi
64,vi,IV
65,IV,V
66,V,I
67,I,vi
68,vi,IV
69,IV,V
70,V,I
71,I,vi
72,vi,IV
73,IV,V
74,V,I
75,I,vi
76,vi,IV
77,IV,V
78,V,I
79,I,vi
80,vi,IV
81,IV,V
82,V,I
83,I,vi
84,vi,IV
85,IV,V
86,V,I
87,I,vi
88,vi,IV
89,IV,vi
90,vi,IV
91,IV,V
92,V,I
93,I,vi
94,vi,IV
95,IV,V
96,V,I
97,I,vi
98,vi,IV
99,IV,V
100,V,I
101,I,vi
102,vi,IV
103,IV,V
104,V,I
105,I,vi
106,vi,IV
107,IV,V
108,V,I
109,I,vi
110,vi,IV
111,IV,V
112,V,I
113,I,vi
0,I,ii7
1,ii7,iii
2,iii,ii7
3,ii7,I
4,I,ii7
5,ii7,iii
6,iii,ii7
7,ii7,I
8,I,ii7
9,ii7,iii
10,iii,ii7
11,ii7,I
12,I,ii7
13,ii7,iii
14,iii,ii7
15,ii7,I
16,I,ii7
17,ii7,iii
18,iii,ii7
19,ii7,IV
20,IV,iii
21,iii,IV
22,IV,iii
23,iii,ii7
24,ii7,V
25,V,I
26,I,ii7
27,ii7,IV
28,IV,I
29,I,V
30,V,vi
31,vi,iii
32,iii,IV
33,IV,iii
34,iii,ii7
35,ii7,IV
36,IV,I
37,I,ii7
38,ii7,iii
39,iii,ii7
40,ii7,I
41,I,ii7
42,ii7,iii
43,iii,ii7
44,ii7,I
45,I,ii7
46,ii7,iii
47,iii,ii7
48,ii7,I
49,I,ii7
50,ii7,iii
51,iii,ii7
52,ii7,I
53,I,ii7
54,ii7,iii
55,iii,ii7
56,ii7,IV
57,IV,iii
58,iii,IV
59,IV,iii
60,iii,ii7
61,ii7,V
62,V,I
63,I,ii7
64,ii7,IV
65,IV,I
66,I,V
67,V,vi
68,vi,iii
69,iii,IV
70,IV,iii
71,iii,ii7
72,ii7,IV
73,IV,I
74,I,♭VII
75,♭VII,I
76,I,♭VII
77,♭VII,I
78,I,vi
79,vi,iii
80,iii,IV
81,IV,iii
82,iii,ii7
83,ii7,IV
84,IV,I
85,I,ii7
86,ii7,iii
87,iii,ii7
88,ii7,I
89,I,ii7
90,ii7,iii
91,iii,ii7
92,ii7,I
93,I,ii7
94,ii7,iii
95,iii,ii7
96,ii7,I
97,I,ii7
98,ii7,iii
99,iii,ii7
100,ii7,IV
101,IV,iii
102,iii,IV
103,IV,iii
104,iii,ii7
105,ii7,V
106,V,I
107,I,ii7
108,ii7,IV
109,IV,I
110,I,V
111,V,vi
112,vi,iii
113,iii,IV
114,IV,iii
115,iii,ii7
116,ii7,IV
117,IV,I
118,I,II
119,II,iii7
120,iii7,V
121,V,II
122,II,VI
123,VI,vii
124,vii,♯iv
125,♯iv,V
126,V,♯iv
127,♯iv,iii7
128,iii7,V
129,V,II
130,II,III
131,III,♯iv7
132,♯iv7,VI
133,VI,III
134,III,VII
135,VII,♯i
136,♯i,♭vi
137,♭vi,VI
138,VI,♭vi
139,♭vi,♯iv7
140,♯iv7,VI
141,VI,III
142,III,III
143,III,VI
144,VI,III
0,V,i
1,i,IV
2,IV,VII
3,VII,III
4,III,II7
5,II7,V
6,V,V
7,V,i
8,i,IV
9,IV,VII
10,VII,III
11,III,II7
12,II7,V
13,V,i
14,i,IV
15,IV,VII
16,VII,III
17,III,II7
18,II7,V
19,V,i
20,i,IV
21,IV,VII
22,VII,III
23,III,II7
24,II7,V
25,V,i
26,i,IV
27,IV,VII
28,VII,III
29,III,II7
30,II7,V
31,V,i
32,i,III
33,III,V
34,V,V
35,V,i
36,i,IV
37,IV,VII
38,VII,III
39,III,II7
40,II7,V
41,V,i
42,i,IV
43,IV,VII
44,VII,III
45,III,II7
46,II7,i
47,i,V
48,V,V
0,V,V
1,V,V
2,V,V
3,V,I
4,I,IV
5,IV,I
6,I,V
7,V,I
8,I,IV
9,IV,I
10,I,V
11,V,I
12,I,I
13,I,V
14,V,IV
15,IV,V
16,V,I
17,I,IV
18,IV,V
19,V,I
20,I,IV
21,IV,V
22,V,IV
23,IV,iii
24,iii,ii
25,ii,I
26,I,V
27,V,I
28,I,V
29,V,IV
30,IV,I
31,I,V
32,V,I
33,I,IV
34,IV,I
35,I,V
36,V,I
37,I,I
38,I,V
39,V,V
40,V,I
41,I,IV
42,IV,IV
43,IV,III
44,III,VI
45,VI,V
46,V,I
47,I,IV
48,IV,IV
49,IV,III
50,III,VI
51,VI,V
52,V,IV
53,IV,iii
54,iii,ii
55,ii,V
56,V,V
57,V,V
58,V,V
59,V,I
60,I,I
61,I,V
62,V,IV
63,IV,V
64,V,I
65,I,IV
66,IV,IV
67,IV,III
68,III,VI
69,VI,V
70,V,I
71,I,IV
72,IV,IV
73,IV,III
74,III,VI
75,VI,V
76,V,IV
77,IV,iii
78,iii,ii
79,ii,I
0,v,♭VII
1,♭VII,I
2,I,ii
3,ii,I
4,I,ii
5,ii,I
6,I,♭VII
7,♭VII,IV
8,IV,I
9,I,ii
10,ii,I
11,I,ii
12,ii,I
13,I,♭VII
14,♭VII,IV
15,IV,I
16,I,ii
17,ii,I
18,I,ii
19,ii,I
20,I,♭VII
21,♭VII,IV
22,IV,I
23,I,ii
24,ii,I
25,I,ii
26,ii,I
27,I,♭VII
28,♭VII,IV
29,IV,I
30,I,ii
31,ii,I
32,I,ii
33,ii,I
34,I,♭VII
35,♭VII,IV
36,IV,I
37,I,ii
38,ii,I
39,I,ii
40,ii,I
41,I,♭VII
42,♭VII,IV
43,IV,I
44,I,ii
45,ii,I
46,I,ii
47,ii,I
48,I,♭VII
49,♭VII,IV
50,IV,I
51,I,ii
52,ii,I
53,I,ii
54,ii,I
55,I,♭VII
56,♭VII,IV
57,IV,I
58,I,v
59,v,♭VII
60,♭VII,I
61,I,IV
62,IV,ii
63,ii,♭VII
64,♭VII,I
65,I,IV
66,IV,♭VII
67,♭VII,v
68,v,I
69,I,IV
70,IV,ii
71,ii,♭VII
72,♭VII,I
73,I,IV
74,IV,♭VII
75,♭VII,v
76,v,I
77,I,ii
78,ii,I
79,I,ii
80,ii,I
81,I,♭VII
82,♭VII,IV
83,IV,I
84,I,ii
85,ii,I
86,I,ii
87,ii,I
88,I,♭VII
89,♭VII,IV
90,IV,I
91,I,ii
92,ii,I
93,I,ii
94,ii,I
95,I,♭VII
96,♭VII,IV
97,IV,I
98,I,ii
99,ii,I
100,I,ii
101,ii,I
102,I,♭VII
103,♭VII,IV
104,IV,I
105,I,ii
106,ii,I
107,I,ii
108,ii,I
109,I,♭VII
110,♭VII,IV
111,IV,I
112,I,ii
113,ii,I
114,I,ii
115,ii,I
116,I,♭VII
117,♭VII,IV
118,IV,I
119,I,ii
120,ii,I
121,I,ii
122,ii,I
123,I,♭VII
124,♭VII,IV
125,IV,I
126,I,ii
127,ii,I
128,I,ii
129,ii,I
130,I,♭VII
131,♭VII,IV
132,IV,I
133,I,v
134,v,♭VII
135,♭VII,I
136,I,IV
137,IV,ii
138,ii,♭VII
139,♭VII,I
140,I,IV
141,IV,♭VII
142,♭VII,v
143,v,I
144,I,IV
145,IV,ii
146,ii,♭VII
147,♭VII,I
148,I,IV
149,IV,♭VII
150,♭VII,v
151,v,I
152,I,ii
153,ii,I
154,I,ii
155,ii,I
156,I,♭VII
157,♭VII,IV
158,IV,I
0,vi,II
1,II,IV
2,IV,I
3,I,V
4,V,vi
5,vi,IV
6,IV,I
7,I,V
8,V,vi
9,vi,IV
10,IV,I
11,I,V
12,V,vi
13,vi,IV
14,IV,I
15,I,V
16,V,vi
17,vi,IV
18,IV,I
19,I,V
20,V,IV
21,IV,V
22,V,IV
23,IV,V
24,V,IV
25,IV,I
26,I,V
27,V,IV
28,IV,I
29,I,V
30,V,IV
31,IV,I
32,I,V
33,V,vi
34,vi,ii
35,ii,IV
36,IV,vi
37,vi,IV
38,IV,I
39,I,V
40,V,vi
41,vi,IV
42,IV,I
43,I,V
44,V,vi
45,vi,IV
46,IV,I
47,I,V
48,V,vi
49,vi,IV
50,IV,I
51,I,V
52,V,vi
53,vi,IV
54,IV,I
55,I,V
56,V,vi
57,vi,IV
58,IV,I
59,I,V
60,V,IV
61,IV,V
62,V,IV
63,IV,V
64,V,IV
65,IV,I
66,I,V
67,V,IV
68,IV,I
69,I,V
70,V,IV
71,IV,I
72,I,V
73,V,vi
74,vi,ii
75,ii,IV
76,IV,V
77,V,IV
78,IV,IV
79,IV,V
80,V,IV
81,IV,V
82,V,vi
83,vi,IV
84,IV,V
85,V,IV
86,IV,I
87,I,V
88,V,IV
89,IV,I
90,I,V
91,V,vi
92,vi,ii
93,ii,IV
94,IV,IV
95,IV,I
96,I,V
97,V,IV
98,IV,I
99,I,V
100,V,IV
101,IV,I
102,I,V
103,V,vi
104,vi,ii
105,ii,IV
106,IV,vi
107,vi,IV
108,IV,I
109,I,V
110,V,vi
111,vi,IV
112,IV,I
113,I,V
114,V,vi
115,vi,IV
116,IV,I
117,I,V
0,i,VI
1,VI,i
2,i,VI
3,VI,i
4,i,VI
5,VI,VII
6,VII,VII
7,VII,VII
8,VII,i
9,i,VI
10,VI,i
11,i,VI
12,VI,i
13,i,VI
14,VI,VII
15,VII,VII
16,VII,VII
17,VII,i
18,i,VI
19,VI,i
20,i,VI
21,VI,i
22,i,VI
23,VI,VII
24,VII,VII
25,VII,VII
26,VII,VI
27,VI,i
28,i,VI
29,VI,i
30,i,VI
31,VI,i
32,i,VI
33,VI,i
34,i,VI
35,VI,i
36,i,VI
37,VI,i
38,i,VI
39,VI,i
40,i,VII
41,VII,VII
42,VII,VII
43,VII,i
44,i,VI
45,VI,i
46,i,VI
47,VI,i
48,i,VI
49,VI,VII
50,VII,VII
51,VII,VII
52,VII,i
53,i,VI
54,VI,i
55,i,VI
56,VI,i
57,i,VI
58,VI,VII
59,VII,VII
60,VII,VII
61,VII,VI
62,VI,i
63,i,VI
64,VI,i
65,i,VI
66,VI,i
67,i,VI
68,VI,i
69,i,VI
70,VI,i
71,i,VI
72,VI,i
73,i,VI
74,VI,i
75,i,VI
76,VI,i
77,i,VI
78,VI,i
79,i,VI
80,VI,i
81,i,VI
82,VI,i
83,i,VI
84,VI,i
85,i,VI
86,VI,i
87,i,VI
88,VI,i
89,i,VI
90,VI,i
91,i,VI
92,VI,i
93,i,i
94,i,VI
95,VI,i
96,i,VI
97,VI,i
98,i,VI
99,VI,VII
100,VII,i
0,i7,i7
1,i7,i7
2,i7,i7
3,i7,i7
4,i7,i7
5,i7,VII
6,VII,VII
7,VII,i7
8,i7,i
9,i,VI
10,VI,VII
11,VII,III
12,III,i
13,i,VI
14,VI,VII
15,VII,III
16,III,i
17,i,VI
18,VI,VII
19,VII,III
20,III,i7
21,i7,i7
22,i7,i7
23,i7,i7
24,i7,i7
25,i7,i7
26,i7,VII
27,VII,VII
28,VII,i7
29,i7,i
30,i,VI
31,VI,VII
32,VII,III
33,III,i
34,i,VI
35,VI,VII
36,VII,III
37,III,i
38,i,VI
39,VI,VII
40,VII,III
41,III,i
42,i,III
43,III,VI
44,VI,III
45,III,i
46,i,III
47,III,VI
48,VI,III
49,III,i
50,i,VI
51,VI,III
52,III,VII
53,VII,i
54,i,VI
55,VI,III
56,III,VII
57,VII,i
58,i,VI
59,VI,III
60,III,VII
61,VII,i
62,i,VII
63,VII,i
64,i,i
65,i,VI
66,VI,VII
67,VII,III
68,III,i
69,i,VI
70,VI,VII
71,VII,III
72,III,i
73,i,VI
74,VI,VII
75,VII,III
76,III,i
77,i,III
78,III,VI
79,VI,III
80,III,i
81,i,III
82,III,VI
83,VI,III
84,III,i
85,i,VI
86,VI,III
87,III,VII
88,VII,i
89,i,VI
90,VI,III
91,III,VII
92,VII,i
93,i,VI
94,VI,III
95,III,VII
96,VII,i
97,i,VII
98,VII,i
99,i,i
100,i,VII
101,VII,i
102,i,i
103,i,VII
104,VII,i
105,i,i
106,i,III
107,III,VI
108,VI,III
0,♯IV,VII
1,VII,III
2,III,VI
3,VI,♯I
4,♯I,♯IV
5,♯IV,I
6,I,iv
7,iv,I
8,I,♭VI
9,♭VI,♭III
10,♭III,I
11,I,iv
12,iv,♭III
13,♭III,♭VI
14,♭VI,♭II
15,♭II,♭VI
16,♭VI,♭III
17,♭III,♭VI
18,♭VI,♭II
19,♭II,I
20,I,I
21,I,iv
22,iv,I
23,I,♭VI
24,♭VI,♭III
25,♭III,I
26,I,iv
27,iv,♭III
28,♭III,♭VI
29,♭VI,♭II
30,♭II,♭VI
31,♭VI,♭III
32,♭III,♭VI
33,♭VI,♭II
34,♭II,I
35,I,♭III
36,♭III,♭VI
37,♭VI,♭II
38,♭II,♭VI
39,♭VI,♭III
40,♭III,♭VI
41,♭VI,♭II
42,♭II,I
0,I,♭VII
1,♭VII,IV
2,IV,I
3,I,I
4,I,I
5,I,I
6,I,I
7,I,ii
8,ii,IV
9,IV,I
10,I,♭VII
11,♭VII,I
12,I,V
13,V,IV
14,IV,I
15,I,V
16,V,IV
17,IV,I
18,I,V
19,V,IV
20,IV,I
21,I,I
22,I,♭VII
23,♭VII,IV
24,IV,I
25,I,I
26,I,I
27,I,I
28,I,I
29,I,V
30,V,IV
31,IV,I
32,I,V
33,V,IV
34,IV,I
35,I,V
36,V,I
37,I,I
38,I,V
39,V,IV
40,IV,I
41,I,V
42,V,IV
43,IV,I
44,I,V
45,V,I
46,I,I
47,I,V
48,V,IV
49,IV,I
50,I,V
51,V,IV
52,IV,I
53,I,I
54,I,ii
55,ii,IV
56,IV,V
57,V,♭VII
0,I,vi
1,vi,ii
2,ii,V
3,V,I
4,I,vi
5,vi,IV
6,IV,I
7,I,II
8,II,V
9,V,iii
10,iii,vi
11,vi,II
12,II,V
13,V,V7
14,V7,I
15,I,vi
16,vi,iii
17,iii,IV
18,IV,I
19,I,IV
20,IV,I
21,I,vi
22,vi,ii
23,ii,V
24,V,I
25,I,V
26,V,iii
27,iii,vi
28,vi,II
29,II,V
30,V,V7
31,V7,I
32,I,vi
33,vi,iii
34,iii,IV
35,IV,I
36,I,IV
37,IV,I
38,I,vi
39,vi,ii
40,ii,V
41,V,I
42,I,vi
43,vi,iii
44,iii,IV
45,IV,I
46,I,vi
47,vi,iii
48,iii,VI
49,VI,♭vii°
50,♭vii°,VI
51,VI,ii
52,ii,V
53,V,I
54,I,vi
55,vi,iii
56,iii,IV
57,IV,I
58,I,IV
59,IV,I
60,I,vi
61,vi,ii
62,ii,V
63,V,I
64,I,vi
65,vi,iii
0,I,IM7
1,IM7,I
2,I,I
3,I,VI
4,VI,VI
5,VI,vi
6,vi,VI
7,VI,I
8,I,I
9,I,IM7
10,IM7,I
11,I,vi
12,vi,VI
13,VI,VI
14,VI,vi
15,vi,V6
16,V6,I
17,I,V6
18,V6,vi
19,vi,V
20,V,ii7
21,ii7,vi
22,vi,V6
23,V6,I
24,I,V6
25,V6,vi
26,vi,V
27,V,ii7
28,ii7,vi
29,vi,II6
30,II6,V
31,V,vi
32,vi,vi
33,vi,II6
34,II6,V
35,V,vi
36,vi,V6
37,V6,I
38,I,V6
39,V6,vi
40,vi,V
41,V,ii7
42,ii7,vi
43,vi,V6
44,V6,I
45,I,V6
46,V6,vi
47,vi,V
48,V,ii7
49,ii7,vi
50,vi,II6
51,II6,V
52,V,vi
53,vi,vi
54,vi,II6
55,II6,V
56,V,vi
57,vi,V
58,V,ii7
59,ii7,vi
60,vi,V
61,V,ii7
62,ii7,V
63,V,vi
64,vi,V
65,V,ii7
66,ii7,I
67,I,IM7
68,IM7,I
69,I,I
70,I,VI
71,VI,VI
72,VI,vi
73,vi,VI
74,VI,I
75,I,I
76,I,IM7
77,IM7,I
78,I,vi
79,vi,VI
80,VI,VI
81,VI,vi
82,vi,V6
83,V6,I
84,I,V6
85,V6,vi
86,vi,V
87,V,ii7
88,ii7,vi
89,vi,V6
90,V6,I
91,I,V6
92,V6,vi
93,vi,V
94,V,ii7
95,ii7,vi
96,vi,II6
97,II6,V
98,V,vi
99,vi,vi
100,vi,II6
101,II6,V
102,V,vi
103,vi,vi
104,vi,II6
105,II6,V
106,V,vi
107,vi,vi
108,vi,II6
109,II6,V
110,V,vi
111,vi,VI
112,VI,VI
113,VI,vi
114,vi,VI
115,VI,VI
116,VI,vi
0,i,IV
1,IV,v
2,v,v
3,v,i
4,i,IV
5,IV,v
6,v,i
7,i,IV
8,IV,v
9,v,i
10,i,IV
11,IV,v
12,v,i
13,i,v
14,v,i
15,i,IV
16,IV,v
17,v,i
18,i,IV
19,IV,v
20,v,i
21,i,IV
22,IV,v
23,v,i
24,i,v
25,v,v
26,v,III
27,III,i
28,i,v
29,v,III
30,III,i
31,i,v
32,v,III
33,III,i
34,i,v
35,v,III
36,III,i
37,i,III
38,III,IV
39,IV,v
40,v,III
41,III,IV
42,IV,v
43,v,III
44,III,IV
45,IV,v
46,v,III
47,III,IV
48,IV,v
49,v,i
50,i,IV
51,IV,v
52,v,i
53,i,IV
54,IV,v
55,v,i
56,i,IV
57,IV,v
58,v,i
59,i,IV
60,IV,v
61,v,i
62,i,IV
